0.016375556	769061.425100488
0.0181185764	641931.013885527
0.0193824833	535816.013050268
0.0214455622	447242.450716491
0.0241316374	351489.852924453
0.0267002181	284682.875418662
0.0295421996	230573.76730035
0.0326866826	192458.557129139
0.0361658656	155878.341825777
0.0400153742	130110.728148849
0.0435345003	115344.793021224
0.0457928394	99221.1148457937
0.0524044617	82819.2765532224
0.0589681657	71242.2358659986
0.0663539794	59465.4720784582
0.070982668	52716.8871190414
0.0812312264	48162.9880310148
0.0914055076	42697.093197155
0.1063810792	39008.7446546312
0.1302328151	35639.0106582622
0.154146544	32560.3679878719
0.1705539612	31594.4301161365
0.2053035744	29747.6709909693
0.2196250413	28008.8587176318
0.2471332672	28008.8587176318
0.2643726695	27177.946198783
0.3076866006	25589.3396006766
0.3347458993	24093.5903106644
0.370376381	22012.2880005477
0.4238517443	20110.7770478105
0.4458389261	19514.1695037022
0.5102096576	17299.556112011
0.5741138574	15336.2735532167
0.6460221134	14011.4638771444
0.7028361095	12421.3385308602
0.8179864196	10684.9995099665
0.9204399244	9472.3861317493
1.0357258192	8148.2716958802
1.1268120551	7223.5450958878
1.2679462373	6403.7633623221
1.4756822947	5186.6127921433
1.6605127754	4138.0238497874
1.8065454953	3955.2580393
1.9988348894	3301.4304455785
2.249190684	2594.6090311814
2.4469943011	2165.7047820403
2.7534824487	1840.6611779347
2.9956356781	1508.8772676449
3.3144922865	1222.0879653653
3.6059831626	989.8081355695
3.9231090149	851.4460351632
4.4144818041	649.3040661741
5.0518497104	510.2909850287
5.4961313592	425.9368610945
6.0811416851	355.5269737497
6.9591438415	305.8289998986
7.8307826124	263.0781462023
8.8115948914	238.1907020374
9.426269842	213.0754060112
11.1571489681	183.2902793173
12.3447201754	152.9913099231
13.6586969168	120.2365583532
15.1125338454	91.6911736239
16.7211177334	65.8356260993
17.5885206861	51.7405145638
19.1353317392	39.456788927
20.4701649035	27.4901050041
21.8981127105	21.6045971247
23.0340707204	16.9791500196
25.0597871422	12.5640067873
27.2636538818	9.2969475132
29.1654985887	7.5298951837
32.2698854237	5.0905512327
35.107839584	4.1230002811
37.5568751817	3.3393498151
42.2609062043	2.7046462351
46.7591732391	2.1905795026
50.8713784263	1.8284637289
60.2125291157	1.5262078386
67.7542003419	1.3128641464
77.536628887	1.1994536026
81.5588181877	1.1638705385
96.5348859553	1.0958399227
114.2609029099	1.0011768138
139.8793765996	0.9714758411
165.5644351841	0.9714758411
192.689956754	1.0317858356
224.2596327683	1.0317858356
261.0015785803	1.0633306684
303.7632015201	1.0958399227
341.8098046133	1.0958399227
418.4470905382	1.0958399227
487.0040579066	1.0958399227

