0.016375556		3363730.29140306
0.0175178741	2893525.23691439
0.0187398774	2489048.63688348
0.0203879438	2015960.11125018
0.021810156		1787173.93315313
0.0237282361	1491743.49077367
0.0258150004	1283217.45907754
0.0276157907	1103840.6116506
0.0300444435	949538.277639306
0.0326866826	792573.973149769
0.0355612917	681782.602871462
0.0393464492	569079.898206578
0.0428067472	489530.04689165
0.0450273343	433974.528770532
0.048987234		362235.967325707
0.0532953846	311600.16480924
0.0570131381	276237.45579368
0.0620271216	237623.109011703
0.0674820566	198342.600879484
0.0734167223	165555.393527407
0.0798733084	146766.933608426
0.0898775092	118871.234342594
0.1028541263	99221.1148457937
0.1157366943	82819.2765532224
0.1259150829	73420.3278093289
0.1440948458	65088.0418179597
0.1594323564	57701.3657402683
0.1764023975	52716.8871190414
0.2018715763	48162.9880310148
0.2349455381	42697.093197155
0.2734382268	40201.3606838571
0.3025430963	39008.7446546312
0.3347458993	36728.6036649868
0.3641849105	35639.0106582622
0.3895895443	34581.7415844354
0.4238517443	33555.8375197328
0.4534185882	32560.3679878719
0.493294192		31594.4301161365
0.5366766301	30657.1478164881
0.5741138574	28865.1747606809
0.6246039285	28008.8587176318
0.6910870098	26371.6835816293
0.7908669387	24093.5903106644
0.860419219		22012.2880005477
0.9520025701	20110.7770478105
1.0712417135	18373.5263438619
1.1852650915	16288.3616390054
1.333720567	    14439.8369653006
1.5007702188	12801.096648367
1.6327544831	11348.3327959043
1.8372583909	10060.4394126676
2.0328168774	8918.7057690521
2.2115916402	7906.5445684973
2.4885954014	6801.3140959029
2.7074533112	6029.4502830449
3.0465641746	5186.6127921433
3.3144922865	4597.9973173818
3.6672881144	3955.2580393
3.9898053909	3301.4304455785
4.1967753454	3108.4550768485
4.6434817198	2442.9488212342
5.1377356917	1978.6223959047
5.5895705275	1651.5443880621
5.9794850697	1420.6803021501
6.505347009	    1150.6544217471
6.9591438415	1020.0695822987
7.4445964128	851.4460351632
8.0993066197	710.6969596735
8.8115948914	611.3509141531
9.7495044249	510.2909850287
10.4296056126	438.9590470806 
11.5397368267	377.5983716489
12.7680308322	315.1791230751
14.3672377108	271.1212456888
16.1667466309	233.2220774862
18.1916455959	194.6690859467
19.7914980784	172.5765872317
22.2704002898	144.0486546313
24.2289562105	123.9125558266
26.8078955849	97.3834347639
29.6613382537	74.2636145555
32.8185024524	54.9526069471
35.107839584	41.9062978322
38.1953757838	31.0092678247
42.9793795577	20.3417641906
45.9775142123	14.1723958988
50.8713784263	10.807724629
54.4200392994	8.49383938
59.2059743875	6.8794322167
64.4128054352	5.4065767106
72.4805648947	4.1230002811
78.8548212017	3.2402844588
87.2481585578	2.7873355008
96.5348859553	2.3265724241
108.6259637165	1.9419762146
122.2314594002	1.7215862805
135.2418227317	1.5728686565
154.7681909939	1.4369978658
177.1137985254	1.3128641464
189.4688167372	1.2739166382
209.6359501237	1.2361245492
235.8930337615	1.1994536026
288.7826865218	1.1638705385
371.8700463624	1.1638705385
425.5610668193	1.1994536026
487.0040579066	1.1994536026

